FID,ATTRIBUTE,WETLAND_TY,ACRES,SHAPE_Leng,SHAPE_Area,AREA_km2
0,PFO1A,Freshwater Forested/Shrub Wetland,3.292992950000000,817.013356201999950,13326.269700000001000,0.0133263
1,PEMC,Freshwater Emergent Wetland,3.106975530000000,577.377091046000030,12573.483899999999000,0.0125735
2,PEMC,Freshwater Emergent Wetland,0.702996080000000,262.075891285000010,2844.924200060000200,0.0028449
3,PEMA,Freshwater Emergent Wetland,2.898067240000000,636.284373199000020,11728.062050000000000,0.0117281
4,PEMAdf,Freshwater Emergent Wetland,0.149306290000000,91.769788038399994,604.221099998999990,0.0002785
5,PSS1C,Freshwater Forested/Shrub Wetland,3.438981770000000,878.464682737999960,13917.065499800001000,0.0037546
6,PFO1C,Freshwater Forested/Shrub Wetland,1.463521860000000,334.663485670999990,5922.662849940000300,0.0059227
7,PFO1C,Freshwater Forested/Shrub Wetland,40.752064410000003,6000.569324590000200,164917.753900000010000,0.1649180
8,PFO1C,Freshwater Forested/Shrub Wetland,2.054443020000000,349.541830961000020,8314.035949940000100,0.0083140
9,PFO1Ad,Freshwater Forested/Shrub Wetland,1.931832360000000,537.773452197999970,7817.848199969999800,0.0078179
10,PFO1F,Freshwater Forested/Shrub Wetland,0.398175310000000,163.520406035000010,1611.358299990000000,0.0016114
11,PFO1A,Freshwater Forested/Shrub Wetland,0.417598910000000,174.530389337999990,1689.962849920000100,0.0016900
12,PEMF,Freshwater Emergent Wetland,0.750737530000000,323.956715085999970,3038.126999990000100,0.0030381
13,PEMC,Freshwater Emergent Wetland,0.690696400000000,289.191555848000010,2795.149149989999800,0.0027952
14,PFO1A,Freshwater Forested/Shrub Wetland,14.887351949999999,1858.244751539999900,60246.975950100001000,0.0144764
15,PFO1C,Freshwater Forested/Shrub Wetland,0.703829850000000,268.063377020000020,2848.214374910000100,0.0028482
16,PEMAf,Freshwater Emergent Wetland,0.854227880000000,291.353774702000010,3456.937599939999900,0.0034569
17,PSS1C,Freshwater Forested/Shrub Wetland,1.360455120000000,390.843104741999980,5505.566549999999600,0.0055056
18,PSS1Fx,Freshwater Forested/Shrub Wetland,0.336098650000000,142.294623894000010,1360.142999960000000,0.0013601
19,PFO1Cx,Freshwater Forested/Shrub Wetland,4.508697720000000,582.724135055000030,18246.052350099999000,0.0182461
20,PFO1A,Freshwater Forested/Shrub Wetland,4.501030070000000,822.324434683000050,18215.022499899998000,0.0182150
21,PEMAf,Freshwater Emergent Wetland,0.470427960000000,194.940740858999990,1903.754400009999900,0.0019038
22,PEMA,Freshwater Emergent Wetland,28.116616409999999,2600.481743859999800,113783.977220000000000,0.1137840
23,PFO1A,Freshwater Forested/Shrub Wetland,0.414308580000000,164.315943756000000,1676.647350030000100,0.0016767
24,PFO1A,Freshwater Forested/Shrub Wetland,0.742631030000000,226.252344806000000,3005.321149960000200,0.0030053
25,PFO1A,Freshwater Forested/Shrub Wetland,387.534569780000030,40827.940846099998000,1568297.046279999900000,1.5683000
26,PFO1A,Freshwater Forested/Shrub Wetland,62.249269630000001,4464.175905950000000,251913.857049999990000,0.2258040
27,PEMAf,Freshwater Emergent Wetland,2.493696890000000,525.233631803999970,10091.633299900001000,0.0100916
28,PFO1A,Freshwater Forested/Shrub Wetland,6.867953180000000,1118.824771620000100,27793.620499900000000,0.0198708
29,PFO1A,Freshwater Forested/Shrub Wetland,1.069930890000000,373.746404293000010,4329.856700160000400,0.0043299
30,PFO1A,Freshwater Forested/Shrub Wetland,0.967343090000000,325.771299766000030,3914.698600029999900,0.0039147
31,PEM/FO1F,Freshwater Emergent Wetland,15.251521220000001,1856.903387310000000,61720.716700099998000,0.0460915
32,PFO1A,Freshwater Forested/Shrub Wetland,390.534777469999990,26847.202313400001000,1580438.198030000100000,0.9910750
33,PFO1A,Freshwater Forested/Shrub Wetland,8.367862300000001,1050.052877690000100,33863.500124999999000,0.0338635
34,PFO1A,Freshwater Forested/Shrub Wetland,2.529266770000000,410.419183152000020,10235.579499900001000,0.0102356
35,PFO1A,Freshwater Forested/Shrub Wetland,5.374336100000000,919.529157253999980,21749.166600000000000,0.0217492
36,PEMAf,Freshwater Emergent Wetland,1.505890360000000,414.285448958000020,6094.122100169999600,0.0060941
37,PEMAf,Freshwater Emergent Wetland,0.098360490000000,70.820322363200006,398.050799998999990,0.0003981
38,PFO1A,Freshwater Forested/Shrub Wetland,5.633440290000000,1253.539900660000100,22797.724049900000000,0.0227977
39,PEMC,Freshwater Emergent Wetland,0.261343310000000,123.540402782000000,1057.618849920000000,0.0010576
40,PFO1A,Freshwater Forested/Shrub Wetland,5.843346460000000,701.414919288999950,23647.184200100000000,0.0236472
41,PFO1C,Freshwater Forested/Shrub Wetland,3.979304430000000,778.525045426000020,16103.673699999999000,0.0161037
42,PFO1Cd,Freshwater Forested/Shrub Wetland,13.517851139999999,1923.172967779999900,54704.802799999998000,0.0547048
43,PFO1A,Freshwater Forested/Shrub Wetland,11.970512169999999,2891.100603630000000,48442.903250299998000,0.0484429
44,PFO1C,Freshwater Forested/Shrub Wetland,0.961656660000000,270.319606877000010,3891.686449899999800,0.0038917
45,PEMCx,Freshwater Emergent Wetland,0.227957210000000,128.480047670999990,922.510100015000030,0.0009225
46,PEMC,Freshwater Emergent Wetland,1.153068900000000,317.412246781000020,4666.334903930000100,0.0046663
47,PFO1C,Freshwater Forested/Shrub Wetland,0.310432180000000,151.800918657000010,1256.274449980000100,0.0012563
48,PEMAf,Freshwater Emergent Wetland,1.732602190000000,480.650159917999990,7011.592299979999600,0.0070116
49,PEM/FO1A,Freshwater Emergent Wetland,9.218818000000001,1171.465066779999900,37307.370874699998000,0.0373074
50,PEMA,Freshwater Emergent Wetland,0.248343960000000,120.480768928000000,1005.012349969999900,0.0010050
51,PFO1A,Freshwater Forested/Shrub Wetland,0.828428150000000,254.707704963999990,3352.529799920000200,0.0032083
52,PEMC,Freshwater Emergent Wetland,1.181266110000000,418.166877074000010,4780.414349970000300,0.0047804
53,PSS1C,Freshwater Forested/Shrub Wetland,1.388582560000000,399.616459769000020,5619.394249900000400,0.0056194
54,PFO1A,Freshwater Forested/Shrub Wetland,1.572947940000000,415.744330416000030,6365.494499980000000,0.0063655
55,PFO1A,Freshwater Forested/Shrub Wetland,5.614547190000000,1024.270953830000100,22721.266400000000000,0.0227213
56,PEMAf,Freshwater Emergent Wetland,20.456088390000001,1443.852213090000100,82782.852850199997000,0.0827828
57,PEMC,Freshwater Emergent Wetland,0.970599930000000,258.111833283000010,3927.878550030000000,0.0036360
58,PEMF,Freshwater Emergent Wetland,20.465040110000000,1857.990737200000000,82819.079150000005000,0.0828191
59,PSS1A,Freshwater Forested/Shrub Wetland,0.749295390000000,235.112414314000010,3032.290849959999800,0.0030323
60,PFO1A,Freshwater Forested/Shrub Wetland,1.007346240000000,300.115196647999990,4076.585600070000100,0.0040766
61,PEMAf,Freshwater Emergent Wetland,0.360069800000000,146.085931364999990,1457.150799920000100,0.0014571
62,PFO1C,Freshwater Forested/Shrub Wetland,0.399299430000000,179.420510674000010,1615.827662500000100,0.0016158
63,PFO1C,Freshwater Forested/Shrub Wetland,0.503511510000000,174.636025012999990,2037.638800020000000,0.0020376
64,PFO1C,Freshwater Forested/Shrub Wetland,21.143707350000000,2923.965565300000000,85565.720349800002000,0.0855657
65,PFO1C,Freshwater Forested/Shrub Wetland,0.304915260000000,136.374386630000000,1233.948300029999900,0.0012340
66,PFO1C,Freshwater Forested/Shrub Wetland,1.508588950000000,419.394861859999990,6105.132285100000400,0.0061051
67,PFO1C,Freshwater Forested/Shrub Wetland,3.734461410000000,761.412845337000020,15112.901000100001000,0.0151129
68,PFO1A,Freshwater Forested/Shrub Wetland,2.880569330000000,448.306316997000010,11657.250499899999000,0.0116573
69,PFO1A,Freshwater Forested/Shrub Wetland,53.321221580000000,7609.300390000000300,215782.639838000000000,0.2123000
70,PEMAf,Freshwater Emergent Wetland,0.098323020000000,70.807097633699996,397.899150007999990,0.0003979
71,PFO1A,Freshwater Forested/Shrub Wetland,3.307583560000000,552.247974142999960,13385.315800000000000,0.0133853
72,PEMAd,Freshwater Emergent Wetland,1.055549990000000,309.367417955000010,4271.659249950000200,0.0042717
73,PEMAf,Freshwater Emergent Wetland,0.394107170000000,170.076490105000000,1594.895150000000100,0.0015949
74,PEMAf,Freshwater Emergent Wetland,1.240147360000000,364.356099740999980,5018.698299920000000,0.0050187
75,PEM/SS1A,Freshwater Emergent Wetland,1.584066600000000,381.827738107000020,6410.490100060000300,0.0064105
76,PFO1A,Freshwater Forested/Shrub Wetland,17.939365649999999,2701.190801400000100,72597.851212699999000,0.0725979
77,PEM/SS1C,Freshwater Emergent Wetland,3.027882760000000,943.386928179000050,12253.406799799999000,0.0010559
78,PEMC,Freshwater Emergent Wetland,2.541205470000000,729.242028338999940,10283.893700000001000,0.0102839
79,PFO1C,Freshwater Forested/Shrub Wetland,16.615954150000000,1506.201912069999900,67242.281200099998000,0.0672423
80,PEMC,Freshwater Emergent Wetland,0.829907510000000,233.475334876999990,3358.516550050000200,0.0033585
81,PFO1C,Freshwater Forested/Shrub Wetland,0.997529890000000,310.659380408999990,4037.015124999999900,0.0040370
82,PFO1F,Freshwater Forested/Shrub Wetland,65.379464749999997,4921.331870650000400,264581.307299999990000,0.2645810
83,PFO1A,Freshwater Forested/Shrub Wetland,0.839413920000000,261.522875322000000,3396.987599959999900,0.0033970
84,PFO1A,Freshwater Forested/Shrub Wetland,6.363489440000000,871.650393829000000,25752.128149900000000,0.0257521
85,PSS1/EMC,Freshwater Forested/Shrub Wetland,4.696767630000000,672.944646978000040,19007.144300100001000,0.0190071
86,PFO1C,Freshwater Forested/Shrub Wetland,77.403446669999994,9261.149186160000700,313240.624820000030000,0.3132410
87,PEMF,Freshwater Emergent Wetland,0.468458900000000,171.108813330000000,1895.785899980000100,0.0018958
88,PEMC,Freshwater Emergent Wetland,1.065080880000000,248.566306411000000,4310.229400039999700,0.0043102
89,PEMAdf,Freshwater Emergent Wetland,7.380325940000000,1070.832751070000100,29867.119500000001000,0.0298671
90,PEMC,Freshwater Emergent Wetland,1.343957030000000,371.494824127000020,5438.801149990000300,0.0054388
91,PEMCf,Freshwater Emergent Wetland,1.186125100000000,286.401867385000000,4800.077999959999900,0.0048001
92,PFO1A,Freshwater Forested/Shrub Wetland,1.208331310000000,373.317973936999980,4889.943349979999800,0.0002419
93,PEM/SS1F,Freshwater Emergent Wetland,2.424110210000000,383.777923976000010,9809.949199970000300,0.0098100
94,PFO1C,Freshwater Forested/Shrub Wetland,11.710104870000000,2185.167952270000100,47389.290662400002000,0.0473893
95,PFO1A,Freshwater Forested/Shrub Wetland,9.738647040000000,869.667556542000060,39410.906399699998000,0.0394109
96,PFO1A,Freshwater Forested/Shrub Wetland,3.837507700000000,750.403146358999950,15529.842699999999000,0.0155298
97,PFO1A,Freshwater Forested/Shrub Wetland,14.329709490000001,1451.458733630000100,57990.277000000002000,0.0579903
98,PEMA,Freshwater Emergent Wetland,0.494729320000000,193.657967949000010,2002.098549999999900,0.0020021
99,PFO1/EMA,Freshwater Forested/Shrub Wetland,3.709298290000000,1475.383298030000100,15011.020699999999000,0.0150110
100,PFO1Ad,Freshwater Forested/Shrub Wetland,4.892082170000000,583.563167346000000,19797.554199900002000,0.0197976
101,PFO1C,Freshwater Forested/Shrub Wetland,3.580391400000000,1001.733810139999900,14489.329950100000000,0.0144893
102,PFO1C,Freshwater Forested/Shrub Wetland,0.626454730000000,234.976143893000000,2535.247824950000000,0.0025353
103,PSS1C,Freshwater Forested/Shrub Wetland,0.098347150000000,70.815537379800006,397.996799995999990,0.0003980
104,PFO1A,Freshwater Forested/Shrub Wetland,4.065937790000000,654.665823770999960,16454.156650000001000,0.0164542
105,PSS1A,Freshwater Forested/Shrub Wetland,5.087379610000000,712.333342431999990,20587.894899999999000,0.0205879
106,PEMAf,Freshwater Emergent Wetland,2.183180790000000,728.977556801999980,8835.019200060000000,0.0088350
107,PFO1A,Freshwater Forested/Shrub Wetland,11.653144409999999,1850.299927979999900,47158.602399800002000,0.0374403
108,PFO1A,Freshwater Forested/Shrub Wetland,52.443691899999997,7798.829086190000500,212231.925924999990000,0.2122320
109,PFO1F,Freshwater Forested/Shrub Wetland,18.712958130000001,1948.804599900000100,75728.654950099997000,0.0757287
110,PFO1A,Freshwater Forested/Shrub Wetland,7.248939670000000,1815.752641990000000,29335.462737499998000,0.0293355
111,PEMAf,Freshwater Emergent Wetland,0.996095750000000,387.361441502999980,4031.056499979999900,0.0040311
112,PEMAf,Freshwater Emergent Wetland,0.692346710000000,228.206718652000010,2801.827750060000200,0.0028018
113,PFO1C,Freshwater Forested/Shrub Wetland,11.034308970000000,1012.302414500000100,44654.264199899997000,0.0446543
114,PEMC,Freshwater Emergent Wetland,0.581339250000000,261.934751163999980,2352.596499929999900,0.0023526
115,PFO1Cd,Freshwater Forested/Shrub Wetland,0.542868480000000,188.048872329000010,2196.910799960000100,0.0021969
116,PFO1C,Freshwater Forested/Shrub Wetland,0.294192280000000,135.400210624000010,1190.553899950000000,0.0011906
117,PEMA,Freshwater Emergent Wetland,4.351626330000000,555.827679408999980,17610.407000200001000,0.0073457
118,PEMC,Freshwater Emergent Wetland,0.196836920000000,106.001241781000000,796.570750030000000,0.0007966
119,PEMC,Freshwater Emergent Wetland,5.183602350000000,1267.293326510000000,20977.294499799998000,0.0088579
120,PFO1A,Freshwater Forested/Shrub Wetland,4.554986460000000,985.646227677999950,18433.376249900000000,0.0184334
121,PFO1A,Freshwater Forested/Shrub Wetland,12.521305979999999,1482.753067550000000,50671.952275099997000,0.0506720
122,PFO1A,Freshwater Forested/Shrub Wetland,9.027556990000001,1546.291698080000100,36533.227050100002000,0.0365332
123,PFO1A,Freshwater Forested/Shrub Wetland,3.169968470000000,480.929190059000010,12828.407300000001000,0.0107290
124,PFO1Cd,Freshwater Forested/Shrub Wetland,7.344778700000000,1220.741039150000000,29723.264900200000000,0.0297233
125,PSS1F,Freshwater Forested/Shrub Wetland,0.258514620000000,125.006938652000000,1046.171549960000000,0.0010462
126,PFO1A,Freshwater Forested/Shrub Wetland,2.956936140000000,624.400159408000040,11966.296050000001000,0.0119663
127,PEMAf,Freshwater Emergent Wetland,0.282203710000000,130.274527747000010,1142.037900029999900,0.0011420
128,PFO1A,Freshwater Forested/Shrub Wetland,129.138948330000010,11022.175055500000000,522606.783400000010000,0.5226070
129,PFO1A,Freshwater Forested/Shrub Wetland,2.422329160000000,440.828716744000020,9802.818350120000100,0.0098028
130,PFO1Ad,Freshwater Forested/Shrub Wetland,2.831306690000000,480.442568590000010,11457.891700100001000,0.0114579
131,PEMC,Freshwater Emergent Wetland,5.407624670000000,1004.992731610000000,21883.880650100000000,0.0218839
132,PFO1A,Freshwater Forested/Shrub Wetland,10.201530390000000,1453.923492830000000,41284.128850000001000,0.0412841
133,PFO1A,Freshwater Forested/Shrub Wetland,1.814664940000000,566.172170580000060,7343.688500049999700,0.0073437
134,PFO1A,Freshwater Forested/Shrub Wetland,3.464945850000000,730.823592217000050,14022.138400000000000,0.0140221
135,PFO1A,Freshwater Forested/Shrub Wetland,2.487211220000000,458.803180640999980,10065.386699900000000,0.0100654
136,PFO1A,Freshwater Forested/Shrub Wetland,3.267409960000000,596.267004133999990,13222.787808499999000,0.0132228
137,PFO1A,Freshwater Forested/Shrub Wetland,2.860587430000000,432.585537595000010,11576.386650000000000,0.0115764
138,PEMAf,Freshwater Emergent Wetland,1.814877530000000,395.784987447999980,7344.548800059999800,0.0073445
139,PSS1A,Freshwater Forested/Shrub Wetland,2.323301730000000,665.715004143999980,9402.068549920000800,0.0080938
140,PFO1C,Freshwater Forested/Shrub Wetland,3.827754630000000,942.116884346000010,15490.373450100000000,0.0154904
141,PEMAdf,Freshwater Emergent Wetland,0.868469420000000,283.856748068000000,3514.571049889999800,0.0035146
142,PEMAf,Freshwater Emergent Wetland,1.381920420000000,366.355247629000020,5592.433550060000000,0.0055924
143,PEMC,Freshwater Emergent Wetland,3.553177860000000,689.570996898999970,14379.310399900000000,0.0143793
144,PEMC,Freshwater Emergent Wetland,0.312845090000000,134.122212539000000,1266.039149980000000,0.0012660
145,PEMAf,Freshwater Emergent Wetland,2.823485180000000,555.921444190999980,11426.239149999999000,0.0114262
146,PFO1A,Freshwater Forested/Shrub Wetland,48.733004819999998,3329.254587259999900,197215.353536999990000,0.1182230
147,PEMF,Freshwater Emergent Wetland,1.396755930000000,297.933195316000020,5652.470699870000300,0.0056525
148,PEMA,Freshwater Emergent Wetland,0.652562560000000,275.712200628999990,2640.827000029999900,0.0026408
149,PSS1F,Freshwater Forested/Shrub Wetland,1.161607440000000,306.719330676000030,4700.858550019999700,0.0047009
150,PFO1C,Freshwater Forested/Shrub Wetland,1.156423670000000,389.680808388000000,4679.880550079999900,0.0046799
151,PFO1A,Freshwater Forested/Shrub Wetland,0.507286730000000,178.309072235999990,2052.916549980000100,0.0020529
152,PEMC,Freshwater Emergent Wetland,4.733844340000000,999.173062587000000,19157.188399899998000,0.0191572
153,PFO1A,Freshwater Forested/Shrub Wetland,93.543173820000007,8161.088208850000200,378556.582149999970000,0.3785570
154,PEMAf,Freshwater Emergent Wetland,0.573233910000000,212.254259018999990,2319.795349990000000,0.0023198
155,PFO1A,Freshwater Forested/Shrub Wetland,1.785039760000000,496.686241655999990,7223.809674260000100,0.0072238
156,PEMAdf,Freshwater Emergent Wetland,4.919160460000000,928.812779721999960,19907.136149900001000,0.0199071
157,PSS1C,Freshwater Forested/Shrub Wetland,0.806136130000000,260.931167841999980,3262.317200040000000,0.0032623
158,PFO1C,Freshwater Forested/Shrub Wetland,5.718663340000000,918.766752632000020,23142.635725100001000,0.0231426
159,PFO1A,Freshwater Forested/Shrub Wetland,0.785183880000000,307.768587008000000,3177.526449980000100,0.0031775
160,PFO1C,Freshwater Forested/Shrub Wetland,1.843685190000000,404.014392611999990,7461.129250040000400,0.0074611
161,PFO1A,Freshwater Forested/Shrub Wetland,0.563246780000000,197.347606856999990,2279.378850040000100,0.0022794
162,PEMAf,Freshwater Emergent Wetland,1.142999790000000,406.912764677999970,4625.556049939999900,0.0046256
163,PEMC,Freshwater Emergent Wetland,0.523870130000000,175.873226047999990,2120.027200019999800,0.0021200
164,PFO1A,Freshwater Forested/Shrub Wetland,289.299743719999980,25616.176456400000000,1170755.378880000000000,1.1707600
165,PEMAdf,Freshwater Emergent Wetland,1.244995800000000,303.446347890000030,5038.319250100000300,0.0050383
166,PFO1Cd,Freshwater Forested/Shrub Wetland,6.579259830000000,915.594052495000030,26625.319950100002000,0.0266253
167,PFO1C,Freshwater Forested/Shrub Wetland,1.641325880000000,555.263948648000000,6642.210200030000100,0.0066422
